"aou","max_lat_t1","max_lon_t1","min_lat_t1","min_lon_t1","total_cells_t1","area_t1","outlier_t1","outlier_denom_t1","max_lat_t2","max_lon_t2","min_lat_t2","min_lon_t2","total_cells_t2","area_t2","outlier_t2","outlier_denom_t2","file","spp_name","file_binomial","english_common_name","family","genus","species","binomial","old_genus","new_binomial","matched_filename","species_code","overlap","overlap_cells","delta_area","delta_occ"
6670,48,-62,34,-93,30,2459397268573.42,3581953829887.67,13676704544946.1,48,-62,35,-95,41,2943839057496.98,4776150105722.02,16290409784956.1,"Dendroica_virens_22721689.shp","Dendroica_virens","Dendroica virens","Black-throated Green Warbler","Parulidae","Setophaga","virens","Setophaga virens","Dendroica","Dendroica virens","Dendroica_virens","btnwar",0.648229516754302,3325,0.196975818064789,0.00330827067669173
6760,44,-71,31,-97,28,3971050760460.36,8149442621538.69,60331168071998.8,42,-72,32,-95,30,1644381211644.2,3289323175870.46,21050472279044,"Parkesia_motacilla_22721803.shp","Parkesia_motacilla","Parkesia motacilla","Louisiana Waterthrush","Parulidae","Parkesia","motacilla","Parkesia motacilla",NA,NA,"Parkesia_motacilla","louwat",0.574122776713181,240,-0.585907783396462,0.00833333333333333
4900,40,-74,27,-93,38,365417379926.72,0.00405114889144897,948945650323.727,42,-70,27,-97,64,2535078663751.42,336600443946.136,4132385151517.19,"Corvus_ossifragus_22705993.shp","Corvus_ossifragus","Corvus ossifragus","Fish Crow","Corvidae","Corvus","ossifragus","Corvus ossifragus",NA,NA,"Corvus_ossifragus","fiscro",0.977300652111854,62,5.93748793300362,0.419354838709677
5070,53,-65,30,-113,195,3157426399889.27,168455164569.652,4554788297158.86,NA,NA,NA,NA,NA,NA,NA,NA,"Icterus_galbula_22724126.shp","Icterus_galbula","Icterus galbula","Baltimore Oriole","Icteridae","Icterus","galbula","Icterus galbula",NA,NA,"Icterus_galbula","balori",0.650881750512744,357,NA,NA
6870,NA,NA,NA,NA,NA,NA,NA,NA,54,-62,31,-129,97,2608423958010.14,0.0013575553894043,4867238799535.71,"Setophaga_ruticilla_22721762.shp","Setophaga_ruticilla","Setophaga ruticilla","American Redstart","Parulidae","Setophaga","ruticilla","Setophaga ruticilla",NA,NA,"Setophaga_ruticilla","amered",0.547252208278255,754,NA,NA
6380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limnothlypis_swainsonii_22721776.shp","Limnothlypis_swainsonii","Limnothlypis swainsonii","Swainson's Warbler","Parulidae","Limnothlypis","swainsonii","Limnothlypis swainsonii",NA,NA,"Limnothlypis_swainsonii","swawar",0.709640849968728,194,NA,NA
5750,NA,NA,NA,NA,NA,NA,NA,NA,31,-81,28,-85,5,35873098826.5948,35873098826.5965,1529267289295.39,"Peucaea_aestivalis_22721256.shp","Peucaea_aestivalis","Peucaea aestivalis","Bachman's Sparrow","Emberizidae","Peucaea","aestivalis","Peucaea aestivalis",NA,NA,"Peucaea_aestivalis","bacspa",0.980109483835044,61,NA,NA
3000,53,-62,44,-113,6,1219388554654.58,0.00750582059845328,4281528468543.31,NA,NA,NA,NA,NA,NA,NA,NA,"Bonasa_umbellus_22679500.shp","Bonasa_umbellus","Bonasa umbellus","Ruffed Grouse","Phasianidae","Bonasa","umbellus","Bonasa umbellus",NA,NA,"Bonasa_umbellus",NA,0.530466305953772,135,NA,NA
4670,53,-62,36,-113,93,4717618820106.5,6146595063514.14,37592171477979,NA,NA,NA,NA,NA,NA,NA,NA,"Empidonax_minimus_22699854.shp","Empidonax_minimus","Empidonax minimus","Least Flycatcher","Tyrannidae","Empidonax","minimus","Empidonax minimus",NA,NA,"Empidonax_minimus",NA,0.652630711276776,1494,NA,NA
4970,53,-92,38,-119,39,2244032091357.18,2254956236944.08,10656753934790.4,50,-93,33,-114,30,1235627721688.72,1285391358575.78,9764868038257.69,"Xanthocephalus_xanthocephalus_22724169.shp","Xanthocephalus_xanthocephalus","Xanthocephalus xanthocephalus","Yellow-headed Blackbird","Icteridae","Xanthocephalus","xanthocephalus","Xanthocephalus xanthocephalus",NA,NA,"Xanthocephalus_xanthocephalus","yehbla",0.787950734773872,761,-0.449371634903217,-0.011826544021025
5100,53,-82,32,-124,65,11032116837424.3,11534867214405.9,61070049196537.5,54,-91,33,-124,52,10437074721394,11087900672385,65331023022911.1,"Euphagus_cyanocephalus_22724332.shp","Euphagus_cyanocephalus","Euphagus cyanocephalus","Brewer's Blackbird","Icteridae","Euphagus","cyanocephalus","Euphagus cyanocephalus",NA,NA,"Euphagus_cyanocephalus","brebla",0.785408422030735,958,-0.0539372565391753,-0.0135699373695198
5400,53,-69,34,-124,118,2757172575712.34,3103338742324.82,15243489893938.1,54,-72,34,-124,95,2384713649826.39,2504065549203.34,14190588291620.7,"Pooecetes_gramineus_22721188.shp","Pooecetes_gramineus","Pooecetes gramineus","Vesper Sparrow","Emberizidae","Pooecetes","gramineus","Pooecetes gramineus",NA,NA,"Pooecetes_gramineus","vesspa",0.808242726471846,1112,-0.135087273523212,-0.0206834532374101
5420,53,-62,38,-124,130,9576563001504.05,10675639647810.1,72318133175683.3,54,-62,40,-124,113,11190339859658,12212953318360.2,73702520429599.5,"Passerculus_sandwichensis_22721110.shp","Passerculus_sandwichensis","Passerculus sandwichensis","Savannah Sparrow","Emberizidae","Passerculus","sandwichensis","Passerculus sandwichensis",NA,NA,"Passerculus_sandwichensis","savspa",0.517041057774687,2259,0.168513156327636,-0.00752545374059318
5580,NA,NA,NA,NA,NA,NA,NA,NA,54,-62,44,-115,41,1650319932077.5,1938758925003.39,10641473990548.2,"Zonotrichia_albicollis_22721085.shp","Zonotrichia_albicollis","Zonotrichia albicollis","White-throated Sparrow","Emberizidae","Zonotrichia","albicollis","Zonotrichia albicollis",NA,NA,"Zonotrichia_albicollis","whtspa",0.670615278290042,1278,NA,NA
5610,53,-89,43,-113,30,518905492603.736,0.00472068786621094,2170510569114.47,54,-71,44,-115,42,635959665213.35,0.00659799575805664,2170510568570.8,"Spizella_pallida_22721165.shp","Spizella_pallida","Spizella pallida","Clay-colored Sparrow","Emberizidae","Spizella","pallida","Spizella pallida",NA,NA,"Spizella_pallida","clcspa",0.706696037305334,579,0.225578981679815,0.0207253886010363
5830,53,-62,45,-113,11,1581890536638.64,2480271093966.87,9643369378602.38,54,-62,40,-121,13,1612336667368.05,2685479684737.94,10197794065510.4,"Melospiza_lincolnii_22721064.shp","Melospiza_lincolnii","Melospiza lincolnii","Lincoln's Sparrow","Emberizidae","Melospiza","lincolnii","Melospiza lincolnii",NA,NA,"Melospiza_lincolnii","linspa",0.571580183791237,993,0.0192466735366565,0.00201409869083585
5950,53,-62,36,-113,116,1454938669661.71,54688561292.0491,3191941409789.49,54,-64,39,-115,110,2710193952777.99,80685068277.3826,6355190784676.83,"Pheucticus_ludovicianus_22723813.shp","Pheucticus_ludovicianus","Pheucticus ludovicianus","Rose-breasted Grosbeak","Cardinalidae","Pheucticus","ludovicianus","Pheucticus ludovicianus",NA,NA,"Pheucticus_ludovicianus","robgro",0.678399623006888,769,0.862754773992051,-0.00780234070221066
6140,53,-62,37,-124,117,3400639675300.37,416313859755.12,6821553549902.49,53,-62,27,-123,175,3928967748283.26,540335771945.138,6945575460828.95,"Tachycineta_bicolor_22712057.shp","Tachycineta_bicolor","Tachycineta bicolor","Tree Swallow","Hirundinidae","Tachycineta","bicolor","Tachycineta bicolor",NA,NA,"Tachycineta_bicolor","treswa",0.568030324183769,944,0.155361380042778,0.0614406779661017
6270,54,-69,34,-129,157,4367891929188.36,507286257935.542,7905711319204.18,54,-65,32,-129,169,3898344319492.5,399166774193.648,7797591817644.67,"Vireo_gilvus_22735122.shp","Vireo_gilvus","Vireo gilvus","Warbling Vireo","Vireonidae","Vireo","gilvus","Vireo gilvus",NA,NA,"Vireo_gilvus",NA,0.739001712399952,343,-0.107499823097298,0.0349854227405248
6550,54,-62,39,-129,42,3768236811046.12,5037132345460.68,25185207726650.6,54,-62,34,-129,50,4825661599897.44,6264072521588.15,26751179200852.3,"Dendroica_coronata_22721676.shp","Dendroica_coronata","Dendroica coronata","(Myrtle Warbler) Yellow-rumped Warbler","Parulidae","Setophaga","coronata coronata","Dendroica coronata",NA,NA,"Dendroica_coronata",NA,0.556380397720484,1409,0.280615269653863,0.0056777856635912
7350,54,-62,38,-129,142,3000235531204.79,0.00337028503417969,6041277407234.67,54,-62,38,-124,142,2328801525677.52,0.00352573394775391,6041277407243.87,"Parus_atricapillus_22711716.shp","Parus_atricapillus","Parus atricapillus","Black-capped Chickadee","Paridae","Poecile","atricapillus","Poecile atricapillus","Parus","Parus atricapillus","Parus_atricapillus","bkcchi",0.685032659771459,200,-0.22379376503739,0
7490,54,-62,39,-129,31,4405842084701.39,6896117976228.34,26877460660787.9,54,-62,38,-129,22,7362878048672.96,10752898989465.6,47534522494239.8,"Regulus_calendula_22712567.shp","Regulus_calendula","Regulus calendula","Ruby-crowned Kinglet","Regulidae","Regulus","calendula","Regulus calendula",NA,NA,"Regulus_calendula","ruckin",0.506359237547467,546,0.671162494506877,-0.0164835164835165
7590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catharus_guttatus_22708667.shp","Catharus_guttatus","Catharus guttatus","Hermit Thrush","Turdidae","Catharus","guttatus","Catharus guttatus",NA,NA,"Catharus_guttatus","herthr",0.643000885344507,1271,NA,NA
6470,53,-62,45,-113,10,391053476928.685,0.0032396987080574,1542491844528.41,53,-67,47,-113,4,416185368869.877,0.0072249174118042,1542491851299.41,"Vermivora_peregrina_22721621.shp","Vermivora_peregrina","Vermivora peregrina","Tennessee Warbler","Parulidae","Oreothlypis","peregrina","Oreothlypis peregrina","Vermivora","Vermivora peregrina","Vermivora_peregrina","tenwar",0.578518896199211,664,0.0642671486738269,-0.00903614457831325
7250,53,-75,35,-122,21,3927331339263.97,4726620819867.46,41943952231032.8,50,-73,38,-101,16,2430329897830.16,2747027163071.18,21189789253833.9,"Cistothorus_palustris_22711374.shp","Cistothorus_palustris","Cistothorus palustris","Marsh Wren","Troglodytidae","Cistothorus","palustris","Cistothorus palustris",NA,NA,"Cistothorus_palustris","marwre",0.810635273455481,1003,-0.381175233794858,-0.00498504486540379
2950,34,-107,32,-114,4,67574946735.7895,81883610025.9724,986564534748.035,NA,NA,NA,NA,NA,NA,NA,NA,"Callipepla_gambelii_22679609.shp","Callipepla_gambelii","Callipepla gambelii","Gambel's Quail","Odontophoridae","Callipepla","gambelii","Callipepla gambelii",NA,NA,"Callipepla_gambelii",NA,0.803493794142906,4,NA,NA
3850,NA,NA,NA,NA,NA,NA,NA,NA,37,-92,27,-114,30,1014920128223.9,0.00590181350708008,1924793871713.32,"Geococcyx_californianus_22684458.shp","Geococcyx_californianus","Geococcyx californianus","Greater Roadrunner","Cuculidae","Geococcyx","californianus","Geococcyx californianus",NA,NA,"Geococcyx_californianus",NA,0.639889556415823,66,NA,NA
4470,50,-93,29,-124,83,3719919809747.15,127700375275.942,4996010807667.04,50,-94,26,-124,93,3753284631084.63,183896111101.612,5052206543096.72,"Tyrannus_verticalis_22700497.shp","Tyrannus_verticalis","Tyrannus verticalis","Western Kingbird","Tyrannidae","Tyrannus","verticalis","Tyrannus verticalis",NA,NA,"Tyrannus_verticalis",NA,0.768975977072976,418,0.00896923133935711,0.0239234449760766
4540,43,-98,27,-124,27,2301524602747.23,2301539759542.26,22396562478872.8,43,-98,29,-124,31,2747864976128.82,2788082773480.6,12915906822874.7,"Myiarchus_cinerascens_22700427.shp","Myiarchus_cinerascens","Myiarchus cinerascens","Ash-throated Flycatcher","Tyrannidae","Myiarchus","cinerascens","Myiarchus cinerascens",NA,NA,"Myiarchus_cinerascens",NA,0.588136077501249,91,0.193932479734871,0.043956043956044
4570,48,-100,29,-120,24,5790514411410.91,6071911413427.65,35466142993354.7,48,-98,29,-120,35,5224602509058.83,5516870257911.76,39051619616613.6,"Sayornis_saya_22699889.shp","Sayornis_saya","Sayornis saya","Say's Phoebe","Tyrannidae","Sayornis","saya","Sayornis saya",NA,NA,"Sayornis_saya",NA,0.520811259760548,110,-0.0977308512067394,0.1
5011,52,-82,30,-124,136,12504292416717.7,12670388931583.3,60758791560436,54,-88,33,-124,105,10598827214715.9,10710634815153.5,58690459646231.4,"Sturnella_neglecta_22724256.shp","Sturnella_neglecta","Sturnella neglecta","Western Meadowlark","Icteridae","Sturnella","neglecta","Sturnella neglecta",NA,NA,"Sturnella_neglecta","wesmea",0.821873842639749,421,-0.152384888204814,-0.0736342042755344
5080,49,-98,27,-124,39,2638311424905.19,204381955639.539,3464896281394.57,48,-98,27,-124,39,2596479204919.86,202016487611.743,3462488610957.86,"Icterus_bullockii_22729123.shp","Icterus_bullockii","Icterus bullockii","Bullock's Oriole","Icteridae","Icterus","bullockii","Icterus bullockii",NA,NA,"Icterus_bullockii","bulori",0.652095977861696,233,-0.0158556793524968,0
5120,NA,NA,NA,NA,NA,NA,NA,NA,40,-94,26,-122,27,15345450458052.9,16657632299933.9,84682971977487.1,"Quiscalus_mexicanus_22724308.shp","Quiscalus_mexicanus","Quiscalus mexicanus","Great-tailed Grackle","Icteridae","Quiscalus","mexicanus","Quiscalus mexicanus",NA,NA,"Quiscalus_mexicanus","grtgra",0.544399279519555,439,NA,NA
5190,48,-70,29,-124,37,23528689250898.2,70885119102608.4,501034957044515,49,-65,29,-124,183,68929742601454.9,222707928784061,1018215612585444,"Carpodacus_mexicanus_22720563.shp","Carpodacus_mexicanus","Carpodacus mexicanus","House Finch","Fringillidae","Haemorhous","mexicanus","Haemorhous mexicanus","Carpodacus","Carpodacus mexicanus","Carpodacus_mexicanus","houfin",0.789802851075495,636,1.92960401943443,0.229559748427673
7130,33,-97,26,-117,17,225199232694.48,0.00313389301300049,954301682790.31,NA,NA,NA,NA,NA,NA,NA,NA,"Campylorhynchus_brunneicapillus_22711287.shp","Campylorhynchus_brunneicapillus","Campylorhynchus brunneicapillus","Cactus Wren","Troglodytidae","Campylorhynchus","brunneicapillus","Campylorhynchus brunneicapillus",NA,NA,"Campylorhynchus_brunneicapillus","cacwre",0.516602835834503,23,NA,NA
7460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auriparus_flaviceps_22711568.shp","Auriparus_flaviceps","Auriparus flaviceps","Verdin","Remizidae","Auriparus","flaviceps","Auriparus flaviceps",NA,NA,"Auriparus_flaviceps","verdin",0.521385549716727,21,NA,NA
4290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Archilochus_alexandri_22688196.shp","Archilochus_alexandri","Archilochus alexandri","Black-chinned Hummingbird","Trochilidae","Archilochus","alexandri","Archilochus alexandri",NA,NA,"Archilochus_alexandri",NA,0.671573649516779,164,NA,NA
5520,48,-86,27,-122,95,9850807086600.17,10346964039926.2,52759198651780.5,48,-89,26,-122,104,10700635714285.1,11766411973198.7,55318355091346.1,"Chondestes_grammacus_22721191.shp","Chondestes_grammacus","Chondestes grammacus","Lark Sparrow","Emberizidae","Chondestes","grammacus","Chondestes grammacus",NA,NA,"Chondestes_grammacus","larspa",0.79317490588497,231,0.0862699492756253,0.038961038961039
5730,40,-98,27,-116,16,5677900495776.81,24522146630483.6,225257004915326,38,-99,27,-113,15,5127523187650.74,22696977214921.4,219888340966260,"Amphispiza_bilineata_22721194.shp","Amphispiza_bilineata","Amphispiza bilineata","Black-throated Sparrow","Emberizidae","Amphispiza","bilineata","Amphispiza bilineata",NA,NA,"Amphispiza_bilineata","bktspa",0.64377357694568,44,-0.0969332429364404,-0.0227272727272727
6330,44,-90,27,-110,32,1679219901870.84,1881757582495.41,10935237242021.3,43,-88,29,-110,39,1804539659987.3,1911025567043.8,10772393186441.6,"Vireo_bellii_22705156.shp","Vireo_bellii","Vireo bellii","Bell's Vireo","Vireonidae","Vireo","bellii","Vireo bellii",NA,NA,"Vireo_bellii",NA,0.573857601333213,322,0.0746297480019361,0.0217391304347826
7150,46,-102,32,-122,16,4029204007283.56,4039450452426.42,37117030459937.5,47,-103,29,-120,15,5463473774222.38,5501486879590.73,38634601503361.2,"Salpinctes_obsoletus_22711332.shp","Salpinctes_obsoletus","Salpinctes obsoletus","Rock Wren","Troglodytidae","Salpinctes","obsoletus","Salpinctes obsoletus",NA,NA,"Salpinctes_obsoletus","rocwre",0.758386648832801,122,0.355968514958813,-0.00819672131147541
7190,48,-79,27,-124,44,3965513032210.8,5508455888394.68,18186653137279.9,48,-93,26,-124,35,3410816584977.42,4606115862388.57,16589027263315.1,"Thryomanes_bewickii_22711377.shp","Thryomanes_bewickii","Thryomanes bewickii","Bewick's Wren","Troglodytidae","Thryomanes","bewickii","Thryomanes bewickii",NA,NA,"Thryomanes_bewickii","bewwre",0.736680368756001,165,-0.139880122124862,-0.0545454545454545
4250,44,-102,32,-110,4,146941487603.318,146941487603.318,4972199258656.78,40,-106,32,-122,5,525844998786.789,525844998786.789,7763688795331.67,"Aeronautes_saxatalis_22686733.shp","Aeronautes_saxatalis","Aeronautes saxatalis","White-throated Swift","Apodidae","Aeronautes","saxatalis","Aeronautes saxatalis",NA,NA,"Aeronautes_saxatalis",NA,0.588982197192395,37,2.57860130153546,0.027027027027027
2930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Callipepla_squamata_22679594.shp","Callipepla_squamata","Callipepla squamata","Scaled Quail","Odontophoridae","Callipepla","squamata","Callipepla squamata",NA,NA,"Callipepla_squamata",NA,0.59623796202283,18,NA,NA
4430,39,-93,26,-103,57,730341650600.951,0.000961422920227051,1377348480617.86,39,-91,26,-104,65,933607804715.868,37817835984.2717,1415166559892.07,"Tyrannus_forficatus_22700500.shp","Tyrannus_forficatus","Tyrannus forficatus","Scissor-tailed Flycatcher","Tyrannidae","Tyrannus","forficatus","Tyrannus forficatus",NA,NA,"Tyrannus_forficatus",NA,0.672404978498712,276,0.278316530280947,0.0289855072463768
7270,48,-71,34,-124,115,21804815360823.7,46527243830134,239022416535013,50,-69,31,-124,166,26194561348698.4,56027703450965.4,260186187532701,"Sitta_carolinensis_22711202.shp","Sitta_carolinensis","Sitta carolinensis","White-breasted Nuthatch","Sittidae","Sitta","carolinensis","Sitta carolinensis",NA,NA,"Sitta_carolinensis","whbnut",0.884633185078531,943,0.201320025656429,0.0540827147401909
3120,54,-121,43,-129,8,127727421512.203,162615049871.418,3346451447195.13,49,-121,40,-124,6,83343991886.2267,83343991886.2267,1640374569335.59,"Patagioenas_fasciata_22725264.shp","Patagioenas_fasciata","Patagioenas fasciata","Band-tailed Pigeon","Columbidae","Patagioenas","fasciata","Patagioenas fasciata",NA,NA,"Patagioenas_fasciata",NA,0.599256270883312,39,-0.347485521123872,-0.0512820512820513
4030,54,-121,40,-129,6,146926219455.321,146926219455.364,2376387137196.99,54,-121,40,-129,9,488625097724.473,595401453938.641,3038415074104.12,"Sphyrapicus_ruber_22680874.shp","Sphyrapicus_ruber","Sphyrapicus ruber","Red-breasted Sapsucker","Picidae","Sphyrapicus","ruber","Sphyrapicus ruber",NA,NA,"Sphyrapicus_ruber",NA,0.525164031677063,23,2.32564942823604,0.130434782608696
4690,NA,NA,NA,NA,NA,NA,NA,NA,48,-104,39,-120,9,519040379354.196,0.0017085075378418,2413100095824.4,"Empidonax_oberholseri_22699864.shp","Empidonax_oberholseri","Empidonax oberholseri","Dusky Flycatcher","Tyrannidae","Empidonax","oberholseri","Empidonax oberholseri",NA,NA,"Empidonax_oberholseri",NA,0.674212273520567,60,NA,NA
4780,54,-105,34,-129,12,1009186426249.82,0.00638943910598755,2395937898020.49,NA,NA,NA,NA,NA,NA,NA,NA,"Cyanocitta_stelleri_22705614.shp","Cyanocitta_stelleri","Cyanocitta stelleri","Steller's Jay","Corvidae","Cyanocitta","stelleri","Cyanocitta stelleri",NA,NA,"Cyanocitta_stelleri",NA,0.692311244220768,32,NA,NA
5330,54,-65,39,-129,22,3212532239591.35,4341474528351.16,14896963881961.4,54,-65,38,-129,14,3117755033164.73,4332741454512.41,15060319076225.2,"Carduelis_pinus_22720359.shp","Carduelis_pinus","Carduelis pinus","Pine Siskin","Fringillidae","Spinus","pinus","Spinus pinus","Carduelis","Carduelis pinus","Carduelis_pinus","pinsis",0.700056499279563,1313,-0.029502336274976,-0.00609291698400609
5660,54,-62,36,-129,39,5429859340086.94,8683395641535.52,32992754943390.9,54,-62,34,-129,42,6763825528161.43,10059864601953.5,34454229370875.6,"Junco_hyemalis_22735032.shp","Junco_hyemalis","Junco hyemalis","(White-winged Junco) Dark-eyed Junco","Emberizidae","Junco","hyemalis aikeni","Junco hyemalis",NA,NA,"Junco_hyemalis",NA,0.61328107979369,1117,0.245672328604581,0.0026857654431513
6460,54,-106,40,-129,13,2527073691108.63,3150582520930.02,25926697046285.4,54,-107,40,-129,10,2283685162479.83,2879132544528.74,25599124184383.4,"Vermivora_celata_22721624.shp","Vermivora_celata","Vermivora celata","Orange-crowned Warbler","Parulidae","Oreothlypis","celata","Oreothlypis celata","Vermivora","Vermivora celata","Vermivora_celata","orcwar",0.591810580777118,1082,-0.096312398599674,-0.00277264325323475
6680,54,-114,45,-129,7,1345818918201.79,3146336272360.42,33369262175114.2,54,-114,45,-129,6,1956026462194.51,4478277464703.33,29906997215314.3,"Dendroica_townsendi_22721683.shp","Dendroica_townsendi","Dendroica townsendi","Townsend's Warbler","Parulidae","Setophaga","townsendi","Setophaga townsendi","Dendroica","Dendroica townsendi","Dendroica_townsendi","towwar",0.591601005044211,405,0.453409842691204,-0.00246913580246914
6850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wilsonia_pusilla_22721879.shp","Wilsonia_pusilla","Wilsonia pusilla","Wilson's Warbler","Parulidae","Cardellina","pusilla","Cardellina pusilla","Wilsonia","Wilsonia pusilla","Wilsonia_pusilla","wlswar",0.537776126044101,963,NA,NA
7221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Troglodytes_pacificus_22714246.shp","Troglodytes_pacificus","Troglodytes pacificus","Pacific Wren","Troglodytidae","Troglodytes","pacificus","Troglodytes pacificus",NA,NA,"Troglodytes_pacificus","pacwre1",0.713663359641531,61,NA,NA
7410,54,-121,40,-129,8,189852231803.046,0.00566530227661133,636926504227,54,-121,40,-129,10,177902566381.248,0.00936031341552734,636926504203.095,"Parus_rufescens_22711767.shp","Parus_rufescens","Parus rufescens","Chestnut-backed Chickadee","Paridae","Poecile","rufescens","Poecile rufescens","Parus","Parus rufescens","Parus_rufescens","chbchi",0.664800282932868,12,-0.0629419275628783,0.166666666666667
7580,54,-62,43,-129,37,7195425837390.55,11513456905789.5,42899862282121,54,-62,40,-129,30,8303606720920.38,12983520743359,45091688214395.7,"Catharus_ustulatus_22708664.shp","Catharus_ustulatus","Catharus ustulatus","Swainson's Thrush","Turdidae","Catharus","ustulatus","Catharus ustulatus",NA,NA,"Catharus_ustulatus","swathr",0.512612022464551,3095,0.154011855388911,-0.00226171243941842
