"aou","max_lat_t1","max_lon_t1","min_lat_t1","min_lon_t1","total_cells_t1","area_t1","outlier_t1","outlier_denom_t1","max_lat_t2","max_lon_t2","min_lat_t2","min_lon_t2","total_cells_t2","area_t2","outlier_t2","outlier_denom_t2","file","spp_name","file_binomial","english_common_name","family","genus","species","binomial","old_genus","new_binomial","matched_filename","species_code","overlap","overlap_cells","delta_area","delta_occ"
4641,54,-121,40,-129,9,243959101617.342,82147049182.5452,704265912299.317,54,-120,40,-129,11,171847692253.526,32340792985.8451,654459652039.509,"Empidonax_difficilis_22699871.shp","Empidonax_difficilis","Empidonax difficilis","Pacific-slope Flycatcher","Tyrannidae","Empidonax","difficilis","Empidonax difficilis",NA,NA,"Empidonax_difficilis",NA,0.534059602621072,20,-0.295588108358121,0.1
7480,54,-62,44,-129,13,1098665868823.68,2179289047010.16,19200341533049,54,-62,44,-129,21,7204160058086.03,9578769725200.82,74580301876562.9,"Regulus_satrapa_22712594.shp","Regulus_satrapa","Regulus satrapa","Golden-crowned Kinglet","Regulidae","Regulus","satrapa","Regulus satrapa",NA,NA,"Regulus_satrapa","gockin",0.755597875798228,1076,5.55718928066764,0.00743494423791822
4660,54,-72,36,-129,69,3175743631727.51,3281642499329.14,31589887039194,49,-73,37,-124,71,3554225054669.72,3713786333578.46,32129263090736.4,"Empidonax_traillii_22699848.shp","Empidonax_traillii","Empidonax traillii","Willow Flycatcher","Tyrannidae","Empidonax","traillii","Empidonax traillii",NA,NA,"Empidonax_traillii",NA,0.704895911691541,1924,0.11917883394647,0.00103950103950104
6070,54,-104,33,-129,23,8438271674561.13,10832766560061.3,34953548433774.7,54,-104,33,-129,27,8275618166996.49,10658891073178.5,34754164885151.5,"Piranga_ludoviciana_22722471.shp","Piranga_ludoviciana","Piranga ludoviciana","Western Tanager","Cardinalidae","Piranga","ludoviciana","Piranga ludoviciana",NA,NA,"Piranga_ludoviciana","westan",0.59118086535932,399,-0.0192756898376463,0.0100250626566416
2940,NA,NA,NA,NA,NA,NA,NA,NA,48,-113,33,-124,9,485417228232.662,0.00046539306640625,813599975289.975,"Callipepla_californica_22679603.shp","Callipepla_californica","Callipepla californica","California Quail","Odontophoridae","Callipepla","californica","Callipepla californica",NA,NA,"Callipepla_californica",NA,0.527043823451124,36,NA,NA
5300,43,-98,29,-124,15,8473458852740.71,8681658291510.75,60346110248815.5,45,-97,26,-124,22,14525376180117.9,15638049434586.6,77855300511059.6,"Carduelis_psaltria_22720410.shp","Carduelis_psaltria","Carduelis psaltria","Lesser Goldfinch","Fringillidae","Spinus","psaltria","Spinus psaltria","Carduelis","Carduelis psaltria","Carduelis_psaltria","lesgol",0.528773020121424,159,0.71422041843276,0.0440251572327044
5990,49,-105,39,-124,14,493050616370.425,17485614824.29,2693613254945,49,-103,38,-124,20,1276498192538.74,21484403287.654,2697617037855.14,"Passerina_amoena_22723948.shp","Passerina_amoena","Passerina amoena","Lazuli Bunting","Cardinalidae","Passerina","amoena","Passerina amoena",NA,NA,"Passerina_amoena","lazbun",0.768027475619206,104,1.58898001575505,0.0576923076923077
6150,49,-105,34,-124,17,7315497369819.58,7355199448707.63,66046391527080.7,49,-104,34,-124,19,12718673681907.6,12798919710658.1,71571199660999.8,"Tachycineta_thalassina_22712077.shp","Tachycineta_thalassina","Tachycineta thalassina","Violet-green Swallow","Hirundinidae","Tachycineta","thalassina","Tachycineta thalassina",NA,NA,"Tachycineta_thalassina","vigswa",0.559178025291459,449,0.738593159007767,0.0044543429844098
7670,40,-106,33,-123,5,183509551715.415,1468074860221.87,66121104200681.1,48,-104,33,-124,11,111513801944556,953955970549108,8830702305689879,"Sialia_mexicana_22708553.shp","Sialia_mexicana","Sialia mexicana","Western Bluebird","Turdidae","Sialia","mexicana","Sialia mexicana",NA,NA,"Sialia_mexicana","wesblu",0.615552095595331,116,606.673011579751,0.0517241379310345
5960,49,-100,33,-124,21,4300421885236.95,4782287675582.31,20233467544669.9,49,-103,32,-124,33,4656265856917.81,5155490918381.82,20641386856355.8,"Pheucticus_melanocephalus_22723816.shp","Pheucticus_melanocephalus","Pheucticus melanocephalus","Black-headed Grosbeak","Cardinalidae","Pheucticus","melanocephalus","Pheucticus melanocephalus",NA,NA,"Pheucticus_melanocephalus","bkhgro",0.752301379249483,372,0.082746293544465,0.032258064516129
7430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psaltriparus_minimus_22712028.shp","Psaltriparus_minimus","Psaltriparus minimus","Bushtit","Aegithalidae","Psaltriparus","minimus","Psaltriparus minimus",NA,NA,"Psaltriparus_minimus","bushti",0.660792854873078,28,NA,NA
5170,NA,NA,NA,NA,NA,NA,NA,NA,49,-62,40,-124,48,4606221533141.9,7280531108132.88,35018829879861.3,"Carpodacus_purpureus_22720553.shp","Carpodacus_purpureus","Carpodacus purpureus","Purple Finch","Fringillidae","Haemorhous","purpureus","Haemorhous purpureus","Carpodacus","Carpodacus purpureus","Carpodacus_purpureus","purfin",0.775438709619508,775,NA,NA
5180,48,-105,39,-123,7,925990906802.567,1169478822031.14,4649526817903.62,48,-105,38,-121,7,771349552083.427,961017893769.831,4333426171454.44,"Carpodacus_cassinii_22720560.shp","Carpodacus_cassinii","Carpodacus cassinii","Cassin's Finch","Fringillidae","Haemorhous","cassinii","Haemorhous cassinii","Carpodacus","Carpodacus cassinii","Carpodacus_cassinii","casfin",0.829146534605091,77,-0.167000943079576,0
5880,49,-100,33,-124,27,7138055648586.99,8613007881558.9,36600049943405.6,49,-103,33,-124,25,6305498531354.02,7099329861021.16,33724153584394.6,"Pipilo_maculatus_22729113.shp","Pipilo_maculatus","Pipilo maculatus","Spotted Towhee","Emberizidae","Pipilo","maculatus","Pipilo maculatus",NA,NA,"Pipilo_maculatus","spotow",0.861508147645836,180,-0.116636400473815,-0.0111111111111111
5900,46,-105,34,-123,7,5390222308828.79,16372707965778,91102459261623.2,46,-105,38,-120,8,1647517921996.78,5049140714991.28,36161665208220.8,"Pipilo_chlorurus_22721304.shp","Pipilo_chlorurus","Pipilo chlorurus","Green-tailed Towhee","Emberizidae","Pipilo","chlorurus","Pipilo chlorurus",NA,NA,"Pipilo_chlorurus","gnttow",0.669593966830747,126,-0.694350654276677,0.00793650793650794
6291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vireo_cassinii_22705231.shp","Vireo_cassinii","Vireo cassinii","Cassin's Vireo","Vireonidae","Vireo","cassinii","Vireo cassinii",NA,NA,"Vireo_cassinii",NA,0.619378172272593,34,NA,NA
6450,50,-62,40,-124,38,1886458601961.14,3034864599937.78,9907083813903.96,52,-64,40,-123,33,2069150646206.25,3384255769172.07,10589873227785.3,"Vermivora_ruficapilla_22721627.shp","Vermivora_ruficapilla","Vermivora ruficapilla","Nashville Warbler","Parulidae","Oreothlypis","ruficapilla","Oreothlypis ruficapilla","Vermivora","Vermivora ruficapilla","Vermivora_ruficapilla","naswar",0.794787821013649,1596,0.0968439191059858,-0.0031328320802005
6650,49,-106,36,-123,6,611532397359.956,611532397359.956,2305919285600.71,49,-106,34,-124,7,848278357000.879,997434367157.8,4684514620836.76,"Dendroica_nigrescens_22721679.shp","Dendroica_nigrescens","Dendroica nigrescens","Black-throated Gray Warbler","Parulidae","Setophaga","nigrescens","Setophaga nigrescens","Dendroica","Dendroica nigrescens","Dendroica_nigrescens","btywar",0.616387096531192,56,0.387135596843239,0.0178571428571429
7260,48,-72,40,-123,10,919000310436.554,0.00671076774597168,4378460692016.81,48,-65,43,-123,18,552537454520.744,0.0028490424156189,4378460691664.13,"Certhia_americana_22711244.shp","Certhia_americana","Certhia americana","Brown Creeper","Certhiidae","Certhia","americana","Certhia americana",NA,NA,"Certhia_americana","brncre",0.804223409626555,792,-0.398762494151638,0.0101010101010101
7280,48,-65,40,-123,27,909776757647.473,0.013736367225647,4596461851603.33,50,-64,38,-123,59,1292445680957.44,67123676364.5835,4663585527478.64,"Sitta_canadensis_22711196.shp","Sitta_canadensis","Sitta canadensis","Red-breasted Nuthatch","Sittidae","Sitta","canadensis","Sitta canadensis",NA,NA,"Sitta_canadensis","rebnut",0.784242425991854,1156,0.420618487000571,0.027681660899654
7380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parus_gambeli_22711724.shp","Parus_gambeli","Parus gambeli","Mountain Chickadee","Paridae","Poecile","gambeli","Poecile gambeli","Parus","Parus gambeli","Parus_gambeli","mouchi",0.888943102204687,30,NA,NA
4680,NA,NA,NA,NA,NA,NA,NA,NA,54,-105,39,-129,9,662725662765.206,0.013762354850769,1895643832557.4,"Empidonax_hammondii_22699857.shp","Empidonax_hammondii","Empidonax hammondii","Hammond's Flycatcher","Tyrannidae","Empidonax","hammondii","Empidonax hammondii",NA,NA,"Empidonax_hammondii",NA,0.561796900351323,117,NA,NA
5140,49,-65,39,-124,25,913736698366.826,0.00937843322753906,2950252898765.07,49,-67,39,-124,10,909654244967.913,0.00317859649658203,2950252899062.85,"Coccothraustes_vespertinus_22720702.shp","Coccothraustes_vespertinus","Coccothraustes vespertinus","Evening Grosbeak","Fringillidae","Coccothraustes","vespertinus","Coccothraustes vespertinus",NA,NA,"Coccothraustes_vespertinus","evegro",0.889187878017995,541,-0.00446786629694244,-0.0277264325323475
6292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vireo_plumbeus_22705228.shp","Vireo_plumbeus","Vireo plumbeus","Plumbeous Vireo","Vireonidae","Vireo","plumbeus","Vireo plumbeus",NA,NA,"Vireo_plumbeus",NA,0.663256215469292,218,NA,NA
6590,NA,NA,NA,NA,NA,NA,NA,NA,50,-62,36,-97,61,799780282174.977,0.00895621255040169,2013540622843.03,"Dendroica_pensylvanica_22721664.shp","Dendroica_pensylvanica","Dendroica pensylvanica","Chestnut-sided Warbler","Parulidae","Setophaga","pensylvanica","Setophaga pensylvanica","Dendroica","Dendroica pensylvanica","Dendroica_pensylvanica","chswar",0.73222716224005,716,NA,NA
7540,47,-104,39,-112,4,103862500279.582,103862500279.582,2356868890360.55,47,-104,38,-121,5,507575399683.677,507575399683.681,5013588180708.2,"Myadestes_townsendi_22708587.shp","Myadestes_townsendi","Myadestes townsendi","Townsend's Solitaire","Turdidae","Myadestes","townsendi","Myadestes townsendi",NA,NA,"Myadestes_townsendi","towsol",0.702734815128995,185,3.88699384587665,0.00540540540540541
4021,48,-104,39,-114,6,198884420092.333,267984290360.136,4524883834510.55,48,-104,40,-121,8,277607522617.768,344221099061.899,4596148055544.6,"Sphyrapicus_nuchalis_22680871.shp","Sphyrapicus_nuchalis","Sphyrapicus nuchalis","Red-naped Sapsucker","Picidae","Sphyrapicus","nuchalis","Sphyrapicus nuchalis",NA,NA,"Sphyrapicus_nuchalis",NA,0.723714043893669,60,0.395823375651478,0.0333333333333333
7680,48,-102,34,-122,17,3886691892047.99,4062535978081.11,29270027424779.9,48,-104,34,-120,14,1560366978284.34,1579555969131.93,14045838447955.8,"Sialia_currucoides_22708556.shp","Sialia_currucoides","Sialia currucoides","Mountain Bluebird","Turdidae","Sialia","currucoides","Sialia currucoides",NA,NA,"Sialia_currucoides","moublu",0.666047375063603,177,-0.598535973104329,-0.0169491525423729
5780,40,-97,26,-105,24,1555841018207.92,1560987019205.43,12295745620218.2,40,-98,27,-106,23,1374599796415.23,1374599796415.23,10567000137357.7,"Peucaea_cassinii_22721272.shp","Peucaea_cassinii","Peucaea cassinii","Cassin's Sparrow","Emberizidae","Peucaea","cassinii","Peucaea cassinii",NA,NA,"Peucaea_cassinii","casspa",0.679035418830893,63,-0.11649083657754,-0.0158730158730159
6050,48,-99,37,-111,28,704800542183.95,728676519865.615,4098389356170.29,48,-100,37,-109,19,434705349545.787,434705349545.787,2095667168958.32,"Calamospiza_melanocorys_22721049.shp","Calamospiza_melanocorys","Calamospiza melanocorys","Lark Bunting","Emberizidae","Calamospiza","melanocorys","Calamospiza melanocorys",NA,NA,"Calamospiza_melanocorys","larbun",0.780319140305505,135,-0.383222169212901,-0.0666666666666667
5620,46,-103,40,-120,11,486805641326.314,491810024450.491,6273421193686.91,46,-104,36,-120,15,865302039484.4,870513505006.005,6652538841261.15,"Spizella_breweri_22734705.shp","Spizella_breweri","Spizella breweri","Brewer's Sparrow","Emberizidae","Spizella","breweri","Spizella breweri",NA,NA,"Spizella_breweri","brespa",0.793945862200152,115,0.777510295745265,0.0347826086956522
6410,45,-72,35,-93,25,1416622176374.3,1508372373380.5,8831078643832.7,45,-73,36,-93,26,667929558679.311,773950664926.075,4555595813775,"Vermivora_cyanoptera_22721610.shp","Vermivora_cyanoptera","Vermivora cyanoptera","Blue-winged Warbler","Parulidae","Vermivora","cyanoptera","Vermivora cyanoptera",NA,NA,"Vermivora_cyanoptera","buwwar",0.765346331449427,747,-0.528505504277217,0.00133868808567604
3880,52,-65,37,-106,100,1897815012422.96,0.0018010139465332,4865341864173.98,NA,NA,NA,NA,NA,NA,NA,NA,"Coccyzus_erythropthalmus_22684328.shp","Coccyzus_erythropthalmus","Coccyzus erythropthalmus","Black-billed Cuckoo","Cuculidae","Coccyzus","erythropthalmus","Coccyzus erythropthalmus",NA,NA,"Coccyzus_erythropthalmus",NA,0.592522479294803,371,NA,NA
5840,48,-62,39,-97,56,3541942651486.94,3908305296329.26,41394520574620.6,53,-62,40,-113,61,3823746615821.58,4717867795246.54,31008436831816.2,"Melospiza_georgiana_22721070.shp","Melospiza_georgiana","Melospiza georgiana","Swamp Sparrow","Emberizidae","Melospiza","georgiana","Melospiza georgiana",NA,NA,"Melospiza_georgiana","swaspa",0.631114926118811,728,0.0795619782879148,0.00686813186813187
6190,52,-62,36,-124,104,7907986964560.71,9108180090834.8,57463276133880.4,53,-62,35,-124,176,13974509446395.6,15714702526134.1,111104508089882,"Bombycilla_cedrorum_22708153.shp","Bombycilla_cedrorum","Bombycilla cedrorum","Cedar Waxwing","Bombycillidae","Bombycilla","cedrorum","Bombycilla cedrorum",NA,NA,"Bombycilla_cedrorum","cedwax",0.690692204908473,844,0.767138654757747,0.0853080568720379
6860,48,-62,42,-92,24,463977795184.655,0.00099915498867631,1690300771967.16,NA,NA,NA,NA,NA,NA,NA,NA,"Wilsonia_canadensis_22721882.shp","Wilsonia_canadensis","Wilsonia canadensis","Canada Warbler","Parulidae","Cardellina","canadensis","Cardellina canadensis","Wilsonia","Wilsonia canadensis","Wilsonia_canadensis","canwar",0.562007942301009,857,NA,NA
6620,48,-62,40,-93,23,453764738700.649,0.00411412119865417,1694842861244.45,48,-62,40,-93,24,346122830572.29,0.0173538327217102,1694842861500.46,"Dendroica_fusca_22721695.shp","Dendroica_fusca","Dendroica fusca","Blackburnian Warbler","Parulidae","Setophaga","fusca","Setophaga fusca","Dendroica","Dendroica fusca","Dendroica_fusca","bkbwar",0.614448758046792,799,-0.237219640372654,0.00125156445556946
5130,38,-76,27,-94,11,1324134122113.27,2482713841767.38,5494323824759.69,38,-76,27,-94,9,1321798004680.87,2489702324871.45,5519961509059.46,"Quiscalus_major_22724311.shp","Quiscalus_major","Quiscalus major","Boat-tailed Grackle","Icteridae","Quiscalus","major","Quiscalus major",NA,NA,"Quiscalus_major","botgra",0.859575990116417,33,-0.00176426042753893,-0.0606060606060606
7020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oreoscoptes_montanus_22711096.shp","Oreoscoptes_montanus","Oreoscoptes montanus","Sage Thrasher","Mimidae","Oreoscoptes","montanus","Oreoscoptes montanus",NA,NA,"Oreoscoptes_montanus","sagthr",0.814488740326438,150,NA,NA
6580,45,-79,36,-92,16,587153710828.112,203217793299.805,1018131784011.06,43,-75,36,-90,5,230501223464.199,0.00386857986450195,814913995846.749,"Dendroica_cerulea_22721740.shp","Dendroica_cerulea","Dendroica cerulea","Cerulean Warbler","Parulidae","Setophaga","cerulea","Setophaga cerulea","Dendroica","Dendroica cerulea","Dendroica_cerulea","cerwar",0.52440457052515,192,-0.607426097777524,-0.0572916666666667
3100,41,-92,27,-100,8,598343722270.296,28397105635.4109,13082184577746.7,49,-70,27,-124,128,8937608943982.73,1039274786255.63,14093070833847.5,"Meleagris_gallopavo_22679525.shp","Meleagris_gallopavo","Meleagris gallopavo","Wild Turkey","Phasianidae","Meleagris","gallopavo","Meleagris gallopavo",NA,NA,"Meleagris_gallopavo",NA,0.894580064985272,588,13.9372486270446,0.204081632653061
4020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphyrapicus_varius_22680868.shp","Sphyrapicus_varius","Sphyrapicus varius","Yellow-bellied Sapsucker","Picidae","Sphyrapicus","varius","Sphyrapicus varius",NA,NA,"Sphyrapicus_varius",NA,0.574443459086622,772,NA,NA
7222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Troglodytes_hiemalis_22714246.shp","Troglodytes_hiemalis","Troglodytes hiemalis","Winter Wren","Troglodytidae","Troglodytes","hiemalis","Troglodytes hiemalis",NA,NA,"Troglodytes_hiemalis","winwre3",0.813030535670219,1023,NA,NA
6570,48,-62,40,-91,24,1582291437000.48,2019226034831.4,10261066769860.7,48,-62,44,-93,27,830734067636.354,1017870002186.84,8760113399503.8,"Dendroica_magnolia_22721667.shp","Dendroica_magnolia","Dendroica magnolia","Magnolia Warbler","Parulidae","Setophaga","magnolia","Setophaga magnolia","Dendroica","Dendroica magnolia","Dendroica_magnolia","magwar",0.654048550787024,1349,-0.474980368211331,0.0022238695329874
5450,50,-99,47,-106,6,71367668860.99,71367668860.99,897280096298.623,NA,NA,NA,NA,NA,NA,NA,NA,"Ammodramus_bairdii_22721141.shp","Ammodramus_bairdii","Ammodramus bairdii","Baird's Sparrow","Emberizidae","Ammodramus","bairdii","Ammodramus bairdii",NA,NA,"Ammodramus_bairdii","baispa",0.839828680719202,39,NA,NA
5470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammodramus_henslowii_22721138.shp","Ammodramus_henslowii","Ammodramus henslowii","Henslow's Sparrow","Emberizidae","Ammodramus","henslowii","Ammodramus henslowii",NA,NA,"Ammodramus_henslowii","henspa",0.990276817115517,178,NA,NA
6420,47,-76,35,-93,14,687047675952.396,0.00079345703125,1394730293962.68,NA,NA,NA,NA,NA,NA,NA,NA,"Vermivora_chrysoptera_22721618.shp","Vermivora_chrysoptera","Vermivora chrysoptera","Golden-winged Warbler","Parulidae","Vermivora","chrysoptera","Vermivora chrysoptera",NA,NA,"Vermivora_chrysoptera","gowwar",0.691819270182911,515,NA,NA
4630,48,-62,45,-93,7,361042422720.382,0.0091530536301434,2134411917694.96,NA,NA,NA,NA,NA,NA,NA,NA,"Empidonax_flaviventris_22699839.shp","Empidonax_flaviventris","Empidonax flaviventris","Yellow-bellied Flycatcher","Tyrannidae","Empidonax","flaviventris","Empidonax flaviventris",NA,NA,"Empidonax_flaviventris",NA,0.529972788749994,735,NA,NA
6290,48,-62,36,-93,22,742981553497.632,1060687240835.56,5422374340443.1,48,-62,36,-93,39,1919349854275.77,2844063693473,12146393294758.7,"Vireo_solitarius_22705234.shp","Vireo_solitarius","Vireo solitarius","Blue-headed Vireo","Vireonidae","Vireo","solitarius","Vireo solitarius",NA,NA,"Vireo_solitarius",NA,0.744866920000639,956,1.58330754678943,0.0177824267782427
6540,48,-62,36,-91,15,2043441747434.15,3008548523975.51,9413250121761.05,48,-65,36,-91,20,1712752837928.71,2626505859901.9,8928499942306.78,"Dendroica_caerulescens_22721673.shp","Dendroica_caerulescens","Dendroica caerulescens","Black-throated Blue Warbler","Parulidae","Setophaga","caerulescens","Setophaga caerulescens","Dendroica","Dendroica caerulescens","Dendroica_caerulescens","btbwar",0.860228347300368,963,-0.161829379242481,0.00519210799584631
4910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nucifraga_columbiana_22705909.shp","Nucifraga_columbiana","Nucifraga columbiana","Clark's Nutcracker","Corvidae","Nucifraga","columbiana","Nucifraga columbiana",NA,NA,"Nucifraga_columbiana",NA,0.992113713091499,58,NA,NA
5380,48,-99,43,-106,11,957022669284.432,5910122242847.56,70205869667503.4,48,-99,44,-104,6,75698646806.2092,454191880837.255,7519995173481.91,"Calcarius_ornatus_22721040.shp","Calcarius_ornatus","Calcarius ornatus","Chestnut-collared Longspur","Calcariidae","Calcarius","ornatus","Calcarius ornatus",NA,NA,"Calcarius_ornatus","chclon",0.886006213454849,400,-0.920901929248124,-0.0125
5540,49,-111,43,-124,10,583670502503.966,974085740174.218,14723534240071.7,49,-107,38,-124,13,1843772721245.22,2613358497451.61,10636839061639.7,"Zonotrichia_leucophrys_22721088.shp","Zonotrichia_leucophrys","Zonotrichia leucophrys","White-crowned Sparrow","Emberizidae","Zonotrichia","leucophrys","Zonotrichia leucophrys",NA,NA,"Zonotrichia_leucophrys","whcspa",0.5335750008521,1089,2.15892736284491,0.00275482093663912
4920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gymnorhinus_cyanocephalus_22705608.shp","Gymnorhinus_cyanocephalus","Gymnorhinus cyanocephalus","Pinyon Jay","Corvidae","Gymnorhinus","cyanocephalus","Gymnorhinus cyanocephalus",NA,NA,"Gymnorhinus_cyanocephalus",NA,0.995529478612458,16,NA,NA
6600,48,-62,45,-71,7,531434535525.915,1100711266782.57,16981139934128.2,47,-62,46,-67,5,20085987536.8609,40171975073.7225,6191256796800.97,"Dendroica_castanea_22721734.shp","Dendroica_castanea","Dendroica castanea","Bay-breasted Warbler","Parulidae","Setophaga","castanea","Setophaga castanea","Dendroica","Dendroica castanea","Dendroica_castanea","babwar",0.668313538949145,1941,-0.962204211066216,-0.00103039670273055
6500,48,-65,44,-89,7,702958241987.436,1116665999476.35,6517011153627.83,48,-62,46,-91,5,213047238265.148,213047238265.148,2498843417779.06,"Dendroica_tigrina_22721670.shp","Dendroica_tigrina","Dendroica tigrina","Cape May Warbler","Parulidae","Setophaga","tigrina","Setophaga tigrina","Dendroica","Dendroica tigrina","Dendroica_tigrina","camwar",0.644891472481999,1081,-0.696927604600224,-0.00185013876040703
5090,48,-62,45,-71,4,133087436318.27,0.000729689374566078,1456048927793.89,NA,NA,NA,NA,NA,NA,NA,NA,"Euphagus_carolinus_22724329.shp","Euphagus_carolinus","Euphagus carolinus","Rusty Blackbird","Icteridae","Euphagus","carolinus","Euphagus carolinus",NA,NA,"Euphagus_carolinus","rusbla",0.525149604533012,451,NA,NA
5800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aimophila_ruficeps_22721288.shp","Aimophila_ruficeps","Aimophila ruficeps","Rufous-crowned Sparrow","Emberizidae","Aimophila","ruficeps","Aimophila ruficeps",NA,NA,"Aimophila_ruficeps","rucspa",0.514670710346822,18,NA,NA
7320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baeolophus_atricristatus_22711989.shp","Baeolophus_atricristatus","Baeolophus atricristatus","Black-crested Titmouse","Paridae","Baeolophus","atricristatus","Baeolophus atricristatus",NA,NA,"Baeolophus_atricristatus","blctit4",0.61064109710238,15,NA,NA
